,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
5037,5038,__label1__,5,Y,Electronics,B00H16N1E8,"Waterproof Shower Speaker, Liger Waterproof Wireless Bluetooth Shower Speaker & Handsfree Speakerphone - Exclusive LED Light Effects, Clear Premium Sound Compatible with All Bluetooth Devices",Fantastic bluetooth waterproof shower speaker! we use it daily!,Really Great shower waterproot shower bluetooth speaker. pairs well and super easily and is very clear and suprisingly loud! I love that this is small and rechargable! Works so well we took it on vacation with us! We actually use it daily and my husband is quite attached to it! We love that we can answer the phone if it rings while we are in the shower! It really is  great speaker for an AWESOME price! Others have sold for twice as much!!
5159,5160,__label1__,5,N,Electronics,B00TY7YXYO,Sound Intone I66 Metal Earphones with Microphone for Iphone and Android Devices (Brown),Fit and sound quality is excellent!,"Very comfortable fit, Arrived early! Fit and sound quality is excellent! Very comfortable fit. These headphones are still comfortable if you lay on your side. Slight off-set design allows a better ear seal than most! Highly recommended!!"
5189,5190,__label1__,5,Y,Electronics,B0030T1NEU,"AmazonBasics AAA NiMH Precharged Rechargeable Batteries-4-Pack, 800 mAh (Discontinued by Manufacturer)",Great batteries with one small warning,"The batteries arrived as advertised completely pre-charged. They replaced Energizers (model NH15BP4) that couldn't hold a charge for more than a day (which is standard for Energizer rechargeables... just read the reviews).<br /><br />However, these Amazon batteries caused our Canon SX110 digital camera to malfunction. The lens would not autofocus. I searched online and read digital cameras can be picky about batteries. We tried other batteries in the camera later that day and it worked perfectly. I checked the Amazon batteries on a La Crosse Technology BC-700, which I highly recommend, and they were fine. I'm chalking it up to the Canon is just picky. Aside from that one hiccup, these batteries are amazing when it comes to holding a charge.<br /><br />I'm using them primarily in my Uniden scanner and they work great.<br /><br />I'll try to update this review in the future."
5206,5207,__label1__,5,N,Electronics,B00OYF57DM,"Opteka BTX-5 Over-The-Ear Wireless Bluetooth 4.0 Stereo Headphones with Built-in Microphone, 15 Hour Battery and Hard Travel Case",Gaming heaven,As a gamer we are always looking for way's to get rid of cords and talk to the other team players. The Opeka BTX-5 made that very possible for me. I can sit and play my games with no wires for any one to have to climb over or duck under. It makes it so nice to not have to worry about whether the wife or kids are going to trip. They have great sound and everyone can hear me talk to them on the team game. I can sit an play for hours till my wife tells me i am done and it is time for bed. but every one loves my wireless headphones for they definitely make my life easier.
5263,5264,__label1__,5,N,Electronics,B0002MPNPI,Philips 52X 700MB CD-R 50PK Spindle,Useful,"It worked.  Pretty simple CD-ROM.  Well price.  I would order more of these.  Got the 50 pack, will order 100 next time"
5291,5292,__label1__,5,Y,Electronics,B00OPCKPO0,"MDNA IPX8 Waterproof MP3 Headset Music Player, 8GB Memory Hi-Fi Stero, Earphone with FM Radio (Black)","These headphones sound good, are comfortable","These Waterproof headphones have truly been a godsend! These headphones sound good, are comfortable, and most importantly they survive getting soaked in sweat. I loaded my music on once, and they work perfect."
5311,5312,__label1__,5,N,Electronics,B00T56GFTA,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones with Microphone (Gray),Symphonized NRG Premium Genuine Wood In-ear...,"These will not compare to a pair of $300 plus Sennheisers or DRE Sennheisers http://www.amzn.gift/gp/product/B008BXB76Y DRE Phones http://www.amzn.gift/gp/product/B00E9262IE  But they are the best I've heard in the sub $100 price range. Possibly comparable to these Sennheisers Earbuds http://www.amzn.gift/gp/product/B001EZYMF4  As far as THESE headphones. They are a great set of headphones overall and will not disappoint you. http://www.amzn.gift/gp/product/B00T56GFTA  Pros + Easily pairs up with any device. I was able to pair it with both my computer (mac air) and my iphone. Once pairing is done with all the devices, you can connect to two of them simultaneously. Although, there were certain issues when I was in a microsoft lync meeting. The microphone was connected in mono mode and hence people hear muffled voices from me.  + Looks sturdy, although it is made of plastic. It fits well for someone with a smaller head as it fits really tight so that it doesn't slip from your head (happens when you are doing a workout or so enthusiastically shaking your head for your favorite song). Prolonged usage caused a little soreness over the ears. The head band is adjustable.  + Most important - the sound quality. The first impression was not great and I decided to actually return the product. But, I experimented with more good quality audio with deep bass, techno, melody, etc... The SOUND IS NOT THAT GREAT. Don't expect bass from this headphone. But it is decent enough with the sound quality that you won't repent your purchase.  + Volume - This is seriously loud even with the lowest volume level in your device as well as the headphones. BASS very low.  + Functionality with phone - It works well both with the mic and the sound. Problem occurs only when you are connected in mono mode and not stereo mode (I use this terminology as shown in my mac air for this headphone). While in mono mode, people hear your muffled voice and you hear back nothing. If you are connecting to more than two devices and one of them is your phone, connect to your phone first and then to the other device next.  + Charge - This headphone retains pretty good charge. Its been 4 days since I charged it and I use it at least for 3 hrs everyday. The iphone also shows how much charge is left on the headphones.  Cons - My biggest con with this headphone is - not only I can hear the music but also everyone sitting around me, even if they are at a distance of 15 feet. There are no sound proof systems with this headphone and thus there is lot of leakage in the audio. So it seriously becomes a speaker instead of a headphone at volumes just at two bars.  Overall, this is a good headphone if you are not looking for something too good for music listening. You will not regret your purchase and will be happy you checked out http://www.amzn.gift/gp/product/B00T56GFTA  I hope this review was helpful!"
5373,5374,__label1__,5,N,Electronics,B005DR9PWY,"Articulating TV Mount -Heavy Duty Aluminum Die-cast Tv Mount for 37 to 63 Inch Displays. Extends 26 Inches, Swivels and Tilts up and Down. AEON Mounts",Built tough,"This mount is a beast and that's just what I needed for my huge display. I have a 90 some pound 70 inch and this mount holds it like its nothing. Now the mount is heavy and big itself so I guess that can be a draw back, but it has to be if your trying to get it to hold screens of this size and weight. It was pretty easy to install with a friend I would not recommend doing it alone it is a two man job. Once the we had it up and got my heavy tv on it everything held and didn't budge. When it came to moving it one of the joints were a little stiff just enough to bug me, I was able to adjust the swivel tension screw and fixed it with ease. This mount moves with ease as I change up the direction my display is facing all depends on where I am sitting or at in my room. But I can see the screen from a prefect angle wherever I wanted to be. I really have nothing bad to say about this mount just something's I pointed out. like I said you will need someone to help you because its heavy but other than that its smooth sailing. make sure your screwed into your studs! Great mount able to handle a large tv set with no problem."
5397,5398,__label1__,5,N,Electronics,B003CJTR82,"Philips SHS3200BK/37 Flexible Earhook Headphones, Black",Sounds great!,This headphone is my partner during workouts or if I go out on a jog during mornings. Sound quality is great and it still functions well after 7 months of using it. Durable is what it is. Such a great purchase with a low price.
5402,5403,__label1__,5,Y,Electronics,B00K4KE7J6,Microsoft Original OEM AC Adapter Power Supply for Xbox One Charger Kit with Wall Cable,good size which makes it easy storing,"its size is okay with me and will see that I take some good care of it by storing it safely anytime it is not in use. Fits perfectly in the tool box and when I want to use, it doesn't occupy much space. When connecting it for charging, it is also easy and the connections are not so tight to unplug them when charging is complete"
5412,5413,__label1__,5,Y,Electronics,B00RTTJRV8,"HDTV Antenna, Liger® Ultra-Thin Indoor Antenna 40 Mile Range - Receive HD Television Signals for Free - Plugs Directly Into Your TV - Includes Adhesive & Stand",space manager in the house.,In our house we are always in trouble for keeping so many technological devices around the TV set where there are at list 5 types of phone chargers and video watching device. Yesterday my father bought this product and after using it I thought that it would be my duty to write a review in favor of the product.
5431,5432,__label1__,5,Y,Electronics,B00E0GRRR4,66 Audio BTS+ Bluetooth 4.0 Wireless Sports Headphones feat. cVc Echo Noise Cancellation Technology and Hands-Free Calling incl. Multipoint Pairing [Amazon Exclusives],Loving the sound and a great deal!,"I just got these a few days ago and have not stopped using them, really impressed with the overall product. The features are really excellent, you can walk around the house doing laundry, vacuuming and cleaning while enjoying music (I usually stream Pandora or my Apple radio app) and the sound quality is loud and very nice. What I love most about this is when someone calls you, you can hear your phone ringing without knowing where your phone is to answer the call - just press the button on the side and boom you're talking to whoever called you. That's surely amazing and I haven't seen a feature like this. The other party just does not know I am on a headset and they are impressed every time I tell them. The range is also very good I can go around 30 feet and no loss of signal and quality. The headphone looks great, I love the black and red design, the buttons feel great and the pads are soooo soft wow. I can definitely say without thinking twice that this is an excellent little headset with some cool technology."
